FID;name;country;sitename;latitude;longitude;collector;collectiondate;CS_number;ID_POP;ID_IMP;Accuracy;
1064;Brösarp-25-142;SWE;Brösarp;557.167;141.333;Jon Ågren;01/01/2001 00:00;;RgMap;IMP;0.936253998;
1066;Brösarp-34-145;SWE;Brösarp;557.167;141.333;Jon Ågren;01/01/2001 00:00;CS76730;1001G;REF;0.991948195;
1068;Brösarp-37-149;SWE;Brösarp;557.167;141.333;Jon Ågren;01/01/2001 00:00;;RgMap;IMP;0.936028531;
1070;Brösarp-45-153;SWE;Brösarp;557.167;141.333;Jon Ågren;01/01/2001 00:00;CS77643;RgMap;REF;0.989345463;
1072;Brösarp-51-157;SWE;Brösarp;557.167;141.333;Jon Ågren;01/01/2001 00:00;;RgMap;IMP;0.926151799;
1073;Brösarp-53-159;SWE;Brösarp;557.167;141.333;Jon Ågren;01/01/2001 00:00;;RgMap;IMP;0.910717807;
1075;Brösarp-63-163;SWE;Brösarp;557.167;141.333;Jon Ågren;01/01/2001 00:00;;RgMap;IMP;0.915951014;
108;LDV-18;FRA;LDV;485.167;-406.667;Valerie Le Corre;;CS77013;1001G;REF;0.989470928;
1132;Gårdby-17-198;SWE;Gårdby;566.167;16.65;Jon Ågren;01/01/2003 00:00;;RgMap;IMP;0.804401444;
1153;Aledal-1-34;SWE;Aledal;56.7;165.167;Jon Ågren;01/01/2003 00:00;;RgMap;IMP;0.933132147;
1158;Aledal-6-49;SWE;Aledal;56.7;165.167;Jon Ågren;01/01/2003 00:00;CS76656;RgMap;REF;0.988553148;
116;LDV-25;FRA;LDV;485.167;-406.667;Valerie Le Corre;;;RgMap;IMP;0.966168996;
1163;Aledal-11-63;SWE;Aledal;56.7;165.167;Jon Ågren;01/01/2003 00:00;;RgMap;IMP;0.924261345;
1166;Aledal-14-73;SWE;Aledal;56.7;165.167;Jon Ågren;01/01/2003 00:00;CS77651;RgMap;REF;0.987769893;
1169;Aledal-17-82;SWE;Aledal;56.7;165.167;Jon Ågren;01/01/2003 00:00;;RgMap;IMP;0.923212512;
12;ALL2-4;FRA;ALL2;452.667;148.333;Valerie Le Corre;;;RgMap;IMP;0.945902525;
121;LDV-3;FRA;LDV;485.167;-406.667;Valerie Le Corre;;;RgMap;IMP;0.963339248;
122;LDV-30;FRA;LDV;485.167;-406.667;Valerie Le Corre;;;RgMap;IMP;0.969804766;
123;LDV-31;FRA;LDV;485.167;-406.667;Valerie Le Corre;;;RgMap;IMP;0.955690714;
1247;Tos-31-374;SWE;Tos;594.333;170.167;Jon Ågren;01/01/2001 00:00;;RgMap;IMP;0.969536396;
1254;Tos-82-387;SWE;Tos;594.333;170.167;Jon Ågren;01/01/2001 00:00;CS77379;RgMap;REF;0.991981887;
1256;Tos-93-391;SWE;Tos;594.333;170.167;Jon Ågren;01/01/2001 00:00;;RgMap;IMP;0.960833552;
1257;Tos-95-393;SWE;Tos;594.333;170.167;Jon Ågren;01/01/2001 00:00;CS77380;RgMap;REF;0.990941519;
126;LDV-34;FRA;LDV;485.167;-406.667;Valerie Le Corre;;;RgMap;IMP;0.955516365;
1312;Ängsö-57-419;SWE;Ängsö;595.667;168.667;Jon Ågren;01/01/2001 00:00;;RgMap;IMP;0.939944537;
1313;Ängsö-59-422;SWE;Ängsö;595.667;168.667;Jon Ågren;01/01/2001 00:00;CS77658;RgMap;REF;0.986879813;
1317;Ängsö-74-430;SWE;Ängsö;595.667;168.667;Jon Ågren;01/01/2001 00:00;CS76665;RgMap;REF;0.985843591;
1318;Ängsö-80-432;SWE;Ängsö;595.667;168.667;Jon Ågren;01/01/2001 00:00;;RgMap;IMP;0.885101287;
1360;Ham-2-228;SWE;Ham;597.833;175.833;Jon Ågren;01/01/2004 00:00;;RgMap;IMP;0.956937629;
1362;Ham-6-232;SWE;Ham;597.833;175.833;Jon Ågren;01/01/2004 00:00;;RgMap;IMP;0.941133031;
1363;Ham-7-233;SWE;Ham;597.833;175.833;Jon Ågren;01/01/2004 00:00;;RgMap;IMP;0.95236074;
1366;Ham-10-239;SWE;Ham;597.833;175.833;Jon Ågren;01/01/2004 00:00;;RgMap;IMP;0.956419146;
137;LDV-44;FRA;LDV;485.167;-406.667;Valerie Le Corre;;;RgMap;IMP;0.960626342;
1374;Ham-27-256;SWE;Ham;597.833;175.833;Jon Ågren;01/01/2004 00:00;;RgMap;IMP;0.959546474;
139;LDV-46;FRA;LDV;485.167;-406.667;Valerie Le Corre;;CS77014;1001G;REF;0.989865437;
1391;Stabby-13;SWE;Stabby;59.8;175.833;Jon Ågren;01/01/2005 00:00;;RgMap;IMP;0.906451277;
1404;Stabby-26;SWE;Stabby;59.8;175.833;Jon Ågren;01/01/2005 00:00;;RgMap;IMP;0.957725394;
1409;Röd-38;SWE;Röd;62.8;18.2;Jon Ågren;01/01/2003 00:00;;RgMap;IMP;0.973600279;
1416;Röd-45;SWE;Röd;62.8;18.2;Jon Ågren;01/01/2003 00:00;;RgMap;IMP;0.975919759;
14312;Kos-1;RUS;Kosalma;62.02;34.12;Magnus Nordborg;06/01/2012 00:00;CS78923;1001G;REF;0.985593253;
14313;Kos-2;RUS;Kosalma;62.02;34.12;Magnus Nordborg;01/06/2012 00:00;CS78924;1001G;REF;0.984952716;
14314;Radk-1;RUS;Radkole;61.59;35.11;Magnus Nordborg;01/06/2012 00:00;CS78927;1001G;REF;0.985027425;
14315;Radk-2;RUS;Radkole;61.59;35.11;Magnus Nordborg;01/06/2012 00:00;CS78928;1001G;REF;0.985559671;
14318;Shu-1;RUS;Shyiskaja;61.94;34.24;Magnus Nordborg;01/06/2012 00:00;CS78930;1001G;REF;0.978145467;
14319;Shu-2;RUS;Shyiskaja;61.94;34.24;Magnus Nordborg;01/06/2012 00:00;CS78931;1001G;REF;0.979591968;
1435;Röd-17-319;SWE;Röd;62.8;18.2;Jon Ågren;01/01/2003 00:00;;RgMap;IMP;0.973183119;
146;LDV-53;FRA;LDV;485.167;-406.667;Valerie Le Corre;;;RgMap;IMP;0.951803006;
148;LDV-57;FRA;LDV;485.167;-406.667;Valerie Le Corre;;;RgMap;IMP;0.96803024;
149;LDV-58;FRA;LDV;485.167;-406.667;Valerie Le Corre;;;RgMap;IMP;0.953111079;
151;LDV-6;FRA;LDV;485.167;-406.667;Valerie Le Corre;;;RgMap;IMP;0.967326454;
153;LDV-68;FRA;LDV;485.167;-406.667;Valerie Le Corre;;;RgMap;IMP;0.95924433;
1552;Sku-30;SWE;Sku;630.833;183.667;Jon Ågren;01/01/2003 00:00;CS77251;RgMap;REF;0.993728827;
15560;Valm;RUS;Valaam;61.37;61.37;Magnus Nordborg;01/06/2012 00:00;CS78932;1001G;REF;0.97950698;
15591;OOE1-1;AUT;Oberoesterreich;483.315.333;1.472.665;Wolfram Weckwert;;CS78939;1001G;REF;0.983501219;
15592;OOE3-1;AUT;Oberösterreich;483.314.667;147.158.667;Wolfram Weckwert;;CS78940;1001G;REF;0.984344788;
15593;OOE3-2;AUT;Oberoesterreich;483.314.667;147.158.667;Wolfram Weckwert;;CS78941;1001G;REF;0.985480392;
156;LDV-70;FRA;LDV;485.167;-406.667;Valerie Le Corre;;;RgMap;IMP;0.967040741;
157;LDV-8;FRA;LDV;485.167;-406.667;Valerie Le Corre;;;RgMap;IMP;0.938658371;
1585;Hen-16-268;SWE;Hen;65.25;15.6;Jon Ågren;01/01/1996 00:00;;RgMap;IMP;0.909410646;
159;MAR2-3;FRA;02/Mar;47.35;393.333;Valerie Le Corre;;CS77070;RgMap;REF;0.98196221;
160;MIB-1;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.955125677;
1612;Brn-10;USA;Brn;41.9;-86.583;Diane Byers;05/01/2002 00:00;CS78962;1001G;REF;0.999293486;
162;MIB-100;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.953869634;
1622;Brn-24;USA;Brn;41.9;-86.583;Diane Byers;05/01/2002 00:00;CS78963;1001G;REF;0.999216077;
163;MIB-11;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.947463451;
165;MIB-14;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.946006587;
1651;DuckLkSP38;USA;DuckLkSP;433.431;-864.045;Diane Byers;06/04/2004 00:00;CS78964;1001G;REF;0.999343557;
1652;DuckLkSP40;USA;DuckLkSP;433.431;-864.045;Diane Byers;06/04/2004 00:00;CS78965;1001G;REF;0.999277817;
166;MIB-15;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.937545641;
167;MIB-16;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.947966415;
1676;Haz-2;USA;Haz;41.879;-86.607;Diane Byers;05/01/2002 00:00;CS78966;1001G;REF;0.99918152;
168;MIB-17;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.952860053;
1684;Haz-10;USA;Haz;41.879;-86.607;Diane Byers;05/01/2002 00:00;CS78967;1001G;REF;0.99916622;
169;MIB-19;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.951292738;
170;MIB-2;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.954368035;
171;MIB-20;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.956395413;
1716;KBS-Mac-8;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.970681075;
1718;KBS-Mac-15;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.962193657;
1719;KBS-Mac-16;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.95268114;
1720;KBS-Mac-17;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.966943069;
1722;KBS-Mac-23;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.936254911;
1724;KBS-Mac-28;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.947663359;
1726;KBS-Mac-33;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.967987337;
1729;KBS-Mac-41;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.953143941;
173;MIB-22;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.850147512;
1730;KBS-Mac-43;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.961869605;
1733;KBS-Mac-53;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.937563898;
1736;KBS-Mac-58;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.959034381;
1738;KBS-Mac-64;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.970600746;
1739;KBS-Mac-68;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;CS78968;1001G;REF;0.999226011;
174;MIB-23;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.95665648;
1740;KBS-Mac-72;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.941367626;
1741;KBS-Mac-74;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;CS78969;1001G;REF;0.999103293;
1742;KBS-Mac-73;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.962551483;
1743;KBS-Mac-75;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.965676072;
1744;KBS-Mac-76;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.967808424;
1745;KBS-Mac-78;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.940160876;
1749;KBS-Mac-88;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.967765522;
175;MIB-24;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.947714477;
1750;KBS-Mac-89;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.968215543;
1751;KBS-Mac-91;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.967529101;
1752;KBS-Mac-95;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.963914326;
1753;KBS-Mac-96;USA;KBS-Mackay;42.405;-85.398;Diane Byers;5/29/2004 0:00;;RgMap;IMP;0.963197761;
1756;Ker-4;USA;Ker;42.184;-86.358;Diane Byers;05/01/2002 00:00;CS78970;1001G;REF;0.99913395;
1757;Ker-5;USA;Ker;42.184;-86.358;Diane Byers;05/01/2002 00:00;CS78971;1001G;REF;0.999180588;
178;MIB-28;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.951103784;
1782;Ker-38;USA;Ker;42.184;-86.358;Diane Byers;05/01/2002 00:00;;RgMap;IMP;0.947300968;
179;MIB-29;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.955410478;
1793;L-R-5;USA;L-R;41.847;-86.67;Diane Byers;05/01/2002 00:00;CS78972;1001G;REF;0.999301306;
1797;L-R-10;USA;L-R;41.847;-86.67;Diane Byers;05/01/2002 00:00;CS78973;1001G;REF;0.999239849;
1799;L-R-12;USA;L-R;41.847;-86.67;Diane Byers;05/01/2002 00:00;;RgMap;IMP;0.956349771;
1819;Lak-12;USA;Lak;41.8;-86.67;Diane Byers;05/01/2002 00:00;CS78974;1001G;REF;0.999132195;
1820;Lak-13;USA;Lak;41.8;-86.67;Diane Byers;05/01/2002 00:00;CS78975;1001G;REF;0.999152139;
1829;Mdn-1;USA;Mdn;42.051;-86.509;Diane Byers;05/01/2002 00:00;CS77077;RgMap;REF;0.990890549;
183;MIB-32;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.953320116;
1834;Mdn-8;USA;Mdn;42.051;-86.509;Diane Byers;05/01/2002 00:00;CS78976;1001G;REF;0.999339808;
1835;Mdn-10;USA;Mdn;42.051;-86.509;Diane Byers;05/01/2002 00:00;CS78977;1001G;REF;0.99932774;
184;MIB-33;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.955355708;
185;MIB-34;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.949157648;
1850;MNF-Pot-8;USA;MNF-Potter;43.595;-862.657;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.965959047;
1851;MNF-Pot-10;USA;MNF-Potter;43.595;-862.657;Diane Byers;06/05/2004 00:00;CS78978;1001G;REF;0.999019277;
1852;MNF-Pot-15;USA;MNF-Potter;43.595;-862.657;Diane Byers;06/05/2004 00:00;CS78979;1001G;REF;0.988748361;
1853;MNF-Pot-21;USA;MNF-Potter;43.595;-862.657;Diane Byers;06/05/2004 00:00;CS77099;RgMap;REF;0.996925241;
1857;MNF-Pot-46;USA;MNF-Potter;43.595;-862.657;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.96854781;
1858;MNF-Pot-47;USA;MNF-Potter;43.595;-862.657;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.954148958;
1859;MNF-Pot-48;USA;MNF-Potter;43.595;-862.657;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.949768326;
186;MIB-35;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.958859119;
1862;MNF-Pot-56;USA;MNF-Potter;43.595;-862.657;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.967448772;
1864;MNF-Pot-60;USA;MNF-Potter;43.595;-862.657;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.969047124;
1865;MNF-Pot-61;USA;MNF-Potter;43.595;-862.657;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.967372095;
1867;MNF-Pot-68;USA;MNF-Potter;43.595;-862.657;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.968206415;
1868;MNF-Pot-69;USA;MNF-Potter;43.595;-862.657;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.967843111;
18694;Pien;RUS;Pienisartosari;60.4;32.09;Magnus Nordborg;01/06/2012 00:00;CS78926;1001G;REF;0.984468519;
18696;Samm;RUS;Sammatsari;61.57;30.63;Magnus Nordborg;01/06/2012 00:00;CS78929;1001G;REF;0.98513287;
187;MIB-36;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.947177737;
1871;MNF-Pot-76;USA;MNF-Potter;43.595;-862.657;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.971190429;
1872;MNF-Pot-75;USA;MNF-Potter;43.595;-862.657;Diane Byers;06/05/2004 00:00;CS77100;RgMap;REF;0.993279552;
1873;MNF-Pot-79;USA;MNF-Potter;43.595;-862.657;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.962918438;
1874;MNF-Pot-80;USA;MNF-Potter;43.595;-862.657;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.952206473;
188;MIB-37;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.958783355;
1890;MNF-Riv-21;USA;MNF River;435.139;-861.859;Diane Byers;06/05/2004 00:00;CS77101;1001G;REF;0.979543842;
190;MIB-39;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.953317377;
191;MIB-40;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.949437884;
1918;MNF-Riv-67;USA;MNF River;435.139;-861.859;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.958420964;
1925;MNF-Che-2;USA;MNF-Cherry;435.251;-861.843;Diane Byers;06/05/2004 00:00;CS77096;RgMap;REF;0.99296643;
1926;MNF-Che-3;USA;MNF-Cherry;435.251;-861.843;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.9706829;
1936;MNF-Che-36;USA;MNF-Cherry;435.251;-861.843;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.949334735;
1938;MNF-Che-41;USA;MNF-Cherry;435.251;-861.843;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.953632301;
194;MIB-43;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.94955929;
1941;MNF-Che-45;USA;MNF-Cherry;435.251;-861.843;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.880022346;
1942;MNF-Che-47;USA;MNF-Cherry;435.251;-861.843;Diane Byers;06/05/2004 00:00;CS78980;1001G;REF;0.99920914;
1943;MNF-Che-49;USA;MNF-Cherry;435.251;-861.843;Diane Byers;06/05/2004 00:00;CS78981;1001G;REF;0.999222656;
1948;MNF-Che-58;USA;MNF-Cherry;435.251;-861.843;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.972226482;
1949;MNF-Jac-2;USA;MNF-Jack;435.187;-861.739;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.963542808;
1952;MNF-Jac-9;USA;MNF-Jack;435.187;-861.739;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.965027969;
1954;MNF-Jac-12;USA;MNF-Jack;435.187;-861.739;Diane Byers;06/05/2004 00:00;CS77097;1001G;REF;0.990744061;
1959;MNF-Jac-21;USA;MNF-Jack;435.187;-861.739;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.911302013;
196;MIB-47;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.89141345;
1960;MNF-Jac-22;USA;MNF-Jack;435.187;-861.739;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.938163621;
1963;MNF-Jac-26;USA;MNF-Jack;435.187;-861.739;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.967977296;
1965;MNF-Jac-30;USA;MNF-Jack;435.187;-861.739;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.956450182;
1966;MNF-Jac-31;USA;MNF-Jack;435.187;-861.739;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.896224021;
1967;MNF-Jac-32;USA;MNF-Jack;435.187;-861.739;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.972335108;
1968;MNF-Jac-34;USA;MNF-Jack;435.187;-861.739;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.943175926;
198;MIB-50;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.955961822;
1981;MNF-Jac-68;USA;MNF-Jack;435.187;-861.739;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.963043494;
1992;MNF-Pin-2;USA;MNF-Pine;435.356;-861.788;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.965401313;
19949;OOE2-1;AUT;Oberoesterreich;483.268.333;147.181.667;Wolfram Weckwert;;CS79036;1001G;REF;0.994142076;
19950;OOE2-2;AUT;Oberoesterreich;483.268.333;147.181.667;Wolfram Weckwert;;CS79037;1001G;REF;0.994190519;
19951;OOE23;AUT;Oberoesterreich;483.268.333;147.181.667;Wolfram Weckwert;;CS79038;1001G;REF;0.99426598;
2;ALL1-3;FRA;ALL1;452.667;148.333;Valerie Le Corre;;;RgMap;IMP;0.943384963;
200;MIB-54;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.954078671;
201;MIB-55;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.937326564;
2011;MNF-Pin-31;USA;MNF-Pine;435.356;-861.788;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.957224255;
2016;MNF-Pin-39;USA;MNF-Pine;435.356;-861.788;Diane Byers;06/05/2004 00:00;CS77098;RgMap;REF;0.982415177;
2017;MNF-Pin-40;USA;MNF-Pine;435.356;-861.788;Diane Byers;06/05/2004 00:00;CS78982;1001G;REF;0.999148422;
2019;MNF-Pin-43;USA;MNF-Pine;435.356;-861.788;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.950913917;
202;MIB-57;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.953745491;
2020;MNF-Pin-44;USA;MNF-Pine;435.356;-861.788;Diane Byers;06/05/2004 00:00;;RgMap;IMP;0.966944895;
203;MIB-58;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.919590435;
2031;Map-8;USA;Map;42.166;-86.412;Diane Byers;05/01/2002 00:00;CS78983;1001G;REF;0.99908317;
204;MIB-60;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.940413727;
205;MIB-61;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.947667923;
2053;Map-35;USA;Map;42.166;-86.412;Diane Byers;05/01/2002 00:00;CS78984;1001G;REF;0.999118646;
2057;Map-42;USA;Map;42.166;-86.412;Diane Byers;05/01/2002 00:00;CS77732;RgMap;REF;0.997422299;
206;MIB-62;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.796375002;
207;MIB-63;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.939422403;
208;MIB-64;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.94700704;
2081;MuskSP-68;USA;MuskSP;432.483;-863.368;Diane Byers;06/04/2004 00:00;CS78985;1001G;REF;0.999364294;
2091;MuskSP-83;USA;MuskSP;432.483;-863.368;Diane Byers;06/04/2004 00:00;CS78986;1001G;REF;0.999273558;
210;MIB-67;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.94422841;
2106;MSGA-10;USA;MSGA;432.749;-860.891;Diane Byers;06/04/2004 00:00;CS78987;1001G;REF;0.999221945;
2108;MSGA-12;USA;MSGA;432.749;-860.891;Diane Byers;06/04/2004 00:00;CS78988;1001G;REF;0.999223371;
212;MIB-69;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.936504111;
213;MIB-70;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.952168134;
214;MIB-73;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.957889702;
2141;MSGA-61;USA;MSGA;432.749;-860.891;Diane Byers;06/04/2004 00:00;CS78989;1001G;REF;0.999222766;
2148;Paw-1;USA;Paw;42.148;-86.431;Diane Byers;05/01/2002 00:00;;RgMap;IMP;0.972175364;
215;MIB-75;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.955781083;
2150;Paw-3;USA;Paw;42.148;-86.431;Diane Byers;05/01/2002 00:00;;RgMap;IMP;0.972818903;
2151;Paw-4;USA;Paw;42.148;-86.431;Diane Byers;05/01/2002 00:00;;RgMap;IMP;0.968094137;
2157;Paw-11;USA;Paw;42.148;-86.431;Diane Byers;05/01/2002 00:00;;RgMap;IMP;0.97091567;
2159;Paw-13;USA;Paw;42.148;-86.431;Diane Byers;05/01/2002 00:00;CS78990;1001G;REF;0.999053849;
216;MIB-76;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.938416473;
2160;Paw-14;USA;Paw;42.148;-86.431;Diane Byers;05/01/2002 00:00;;RgMap;IMP;0.920791709;
2166;Paw-20;USA;Paw;42.148;-86.431;Diane Byers;05/01/2002 00:00;CS78991;1001G;REF;0.999274152;
217;MIB-77;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.950712184;
2171;Paw-26;USA;Paw;42.148;-86.431;Diane Byers;05/01/2002 00:00;CS77164;RgMap;REF;0.988704586;
2175;Paw-31;USA;Paw;42.148;-86.431;Diane Byers;05/01/2002 00:00;;RgMap;IMP;0.962817114;
2180;Paw-40;USA;Paw;42.148;-86.431;Diane Byers;05/01/2002 00:00;;RgMap;IMP;0.960578875;
2187;Pent-1;USA;Pent;437.623;-863.929;Diane Byers;06/04/2004 00:00;;RgMap;IMP;0.954536907;
219;MIB-80;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.942650141;
2191;Pent-7;USA;Pent;437.623;-863.929;Diane Byers;06/04/2004 00:00;CS78992;1001G;REF;0.999094728;
2201;Pent-22;USA;Pent;437.623;-863.929;Diane Byers;06/04/2004 00:00;;RgMap;IMP;0.954901123;
2202;Pent-23;USA;Pent;437.623;-863.929;Diane Byers;06/04/2004 00:00;CS77168;1001G;REF;0.979450239;
2204;Pent-30;USA;Pent;437.623;-863.929;Diane Byers;06/04/2004 00:00;;RgMap;IMP;0.943698973;
2212;Pent-46;USA;Pent;437.623;-863.929;Diane Byers;06/04/2004 00:00;CS78993;1001G;REF;0.999198426;
2214;Pent-49;USA;Pent;437.623;-863.929;Diane Byers;06/04/2004 00:00;;RgMap;IMP;0.954501307;
222;MIB-83;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.938027611;
223;MIB-84;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.942431064;
2239;Riv-25;USA;Riv;42.184;-86.382;Diane Byers;05/01/2002 00:00;CS78994;1001G;REF;0.999258708;
224;MIB-86;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.944822657;
2240;Riv-26;USA;Riv;42.184;-86.382;Diane Byers;05/01/2002 00:00;CS78995;1001G;REF;0.999267703;
225;MIB-87;FRA;MIB;473.833;531.667;Valerie Le Corre;;;RgMap;IMP;0.954323307;
